3996.6151735434,0.282039827097222,1.2363044024,1.3136995733,0.1813785732,0.197811511666667,0.0648485944
3994.5635230437,0.28199361475,1.2286968231,1.31689065695,0.1818672866,0.197608575233333,0.0646095425
3992.5118725439,0.281981214308333,1.2255479097,1.320947289475,0.1818895936,0.197166425466667,0.0650001541
3990.4602220441,0.282021498087037,1.2281115055,1.32414156195,0.1812177598,0.197044285633333,0.0656765774
3988.4085715444,0.282139957830556,1.2314620018,1.3250823617,0.1806022525,0.1974072183,0.0660642311
3986.3569210446,0.28205107979537,1.2332866192,1.325622260575,0.1804363132,0.197586998333333,0.0658648461
3984.3052705448,0.281832296007407,1.2340986729,1.327810823925,0.1811396629,0.197505638,0.065249525
3982.2536200451,0.281720046831481,1.2330590487,1.32838883995,0.182209,0.197542756766667,0.0646110177
3980.2019695453,0.281637797885185,1.229881525,1.32395738365,0.1826348603,0.197544867833333,0.0640459731
3978.1503190455,0.281450072162963,1.2273455858,1.3196670413,0.1823762804,0.197277451566667,0.0635243878
3976.0986685458,0.281371045546296,1.2279289961,1.321769654775,0.181883648,0.197170106066667,0.0633877143
3974.047018046,0.281677021296296,1.2284160852,1.32814511655,0.1818750352,0.197672295066667,0.0638763607
3971.9953675463,0.281924805032407,1.2274270058,1.3319399953,0.1820851713,0.1981055364,0.0643369406
3969.9437170465,0.281818732990741,1.2292815447,1.330134391775,0.1817264706,0.1978345563,0.0641961172
3967.8920665467,0.281649600212037,1.2334784269,1.325963825,0.1815268844,0.1972844725,0.0638965443
3965.840416047,0.281437328337963,1.2355420589,1.3227788508,0.1815977842,0.1970137755,0.0636402741
3963.7887655472,0.281163071551852,1.2353518009,1.320538759225,0.1810063869,0.196947415666667,0.0633658841
3961.7371150474,0.281215315153704,1.2332507372,1.319966763275,0.1804228276,0.196815428633333,0.0635136589
3959.6854645477,0.281446997775926,1.2307710648,1.3222823441,0.1803951412,0.1965647439,0.063701205
3957.6338140479,0.281366888681481,1.2320138216,1.325967043625,0.1805021018,0.196310187366667,0.0634175837
3955.5821635481,0.281129050091667,1.2365647554,1.3286702633,0.180821076,0.196231414866667,0.063194409
