3996.6151735434,1.8391314745,1.96037431614857,1.87963205576667,1.95406425,2.06863904,1.96112942695882,1.904680818325,1.90037517430976
3994.5635230437,1.8439302444,1.95961621999,1.87645347915,1.954206109,2.0743496418,1.96100811397647,1.900161236525,1.89937285388049
3992.5118725439,1.8449478149,1.95935231275857,1.87756677468333,1.9580209255,2.0731284618,1.96055366712941,1.900261431925,1.89848865822683
3990.4602220441,1.8333944082,1.95926177501429,1.87683216731667,1.9531029463,2.065721035,1.95926657845294,1.902274310575,1.89885573561219
3988.4085715444,1.8196578026,1.95857467311,1.873984615,1.9442181587,2.0696487427,1.95996863701176,1.902930527925,1.90038353640488
3986.3569210446,1.8193044662,1.95731108699857,1.87659623225,1.9357454777,2.077214241,1.96164184459412,1.903982192275,1.90238844185366
3984.3052705448,1.825012207,1.95684807130429,1.88251399993333,1.927708149,2.0668823719,1.96200652684706,1.903301239,1.90425383463415
3982.2536200451,1.8272178173,1.95818755115571,1.88364217678333,1.9328063726,2.0601224899,1.96146823377647,1.89978533985,1.90603786271219
3980.2019695453,1.8317085505,1.96036212955143,1.88044671216667,1.9475240707,2.0756320953,1.96155193974706,1.90132650735,1.90555518139024
3978.1503190455,1.8430109024,1.96114599875143,1.87832587958333,1.9593793154,2.0862002373,1.96011867242941,1.909750580775,1.90286025186341
3976.0986685458,1.8486250639,1.95878286361286,1.87706991038333,1.9599903822,2.0706210136,1.95669838259412,1.91354191305,1.90061380805122
3974.047018046,1.8426852226,1.95552807706,1.87592715026667,1.9469051361,2.0583660603,1.95577133402353,1.907022744425,1.8993437086561
3971.9953675463,1.8360383511,1.95443384136571,1.87944408256667,1.9439505339,2.067160368,1.95873423183529,1.901436328875,1.89856693511951
3969.9437170465,1.8336247206,1.95471728869571,1.88321717581667,1.9557467699,2.0881710052,1.96051812171765,1.90280857685,1.89916403700488
3967.8920665467,1.8315224648,1.95587710313,1.8789348205,1.9552435875,2.108928442,1.95946981625882,1.904574722025,1.90190219879024
3965.840416047,1.8276555538,1.95774876219571,1.87439864873333,1.9461497068,2.1081471443,1.95983048747059,1.9064976275,1.90436879018537
3963.7887655472,1.8236386776,1.95861955030143,1.87673616408333,1.9495618343,2.0845043659,1.9624759029,1.910285770875,1.90300692872439
3961.7371150474,1.8216077089,1.95879893132714,1.87964210908333,1.9536039829,2.0580964088,1.96441986981765,1.912016451325,1.8992216383439
3959.6854645477,1.82797575,1.95900829689714,1.8780271411,1.9407697916,2.050027132,1.96453766261176,1.9098816514,1.8980996928561
3957.6338140479,1.8354098797,1.96014527593143,1.87687549988333,1.9269089699,2.061498642,1.96373162548824,1.908228606,1.89956146332927
3955.5821635481,1.8258919716,1.96161898203714,1.88033550978333,1.9267237186,2.0696601868,1.96412540182941,1.90847486255,1.90010179833659
3953.5305130484,1.8109537363,1.96128921849571,1.88401838145,1.939689517,2.0667552948,1.96406942255882,1.910522043675,1.89880028875854
3951.4788625486,1.8092269897,1.96072604826857,1.8838019371,1.9521999359,2.065505743,1.96076016567059,1.915460795175,1.89730578805854
3949.4272120488,1.8201295137,1.96158032928286,1.88102120161667,1.955857873,2.0656876564,1.95665510961765,1.921184420575,1.89811209062195
3947.3755615491,1.8354716301,1.96166388477714,1.87579902015,1.958701849,2.0599806309,1.95349728358235,1.918387383225,1.90044841243171
3945.3239110493,1.8427290916,1.95960874216857,1.87322757641667,1.9678536654,2.0502514839,1.95141335795294,1.9108365178,1.9011787525
3943.2722605495,1.8396955729,1.95641166482571,1.87446930011667,1.9780393839,2.0440630913,1.95184936243529,1.909692108625,1.90079347970488
3941.2206100498,1.8358143568,1.95418008906286,1.87700692813333,1.9699907303,2.0432837009,1.95578209791765,1.907255232325,1.90182190988537
3939.16895955,1.8399602175,1.95425969702857,1.87953545648333,1.9493837357,2.0473341942,1.95970937083529,1.900102883575,1.90436995320244
3937.1173090502,1.850976944,1.95515293053286,1.87716195981667,1.9329630136,2.0589492321,1.96067836704118,1.895946174825,1.90566037340976
3935.0656585505,1.8531095982,1.95549287796286,1.87197101116667,1.9269968271,2.0634510517,1.95952080977647,1.89825066925,1.90242692900244
3933.0140080507,1.8367993832,1.95605192355,1.8706670006,1.9317377806,2.0496573448,1.95703327656471,1.90606722235,1.89694384830732
3930.9623575509,1.8165990114,1.95761554581714,1.87191412845,1.9353928566,2.0368101597,1.95398327180588,1.909203737975,1.89672448286829
3928.9107070512,1.8094328642,1.95891103745,1.8712527553,1.9299681187,2.0397386551,1.95317365842353,1.907763808975,1.901560481
