3996.6151735434,-0.0867193471229086,0.4038546979,-0.009064532255,-0.0563824512,0.1818983828,-0.0783240646,-0.0667946711,-0.0311671533,-0.0885070935,-0.1108176336,-0.06279386765,0.2640571296,0.00106464620555556,0.0952074006,-0.0898812488,0.3203120828,-0.075743109,0.1592989117,-0.0128486222,0.2115652412,-0.0944514647,-0.074037753,-0.0624491833,-0.00301067216666667,-0.0327222461636364
3994.5635230437,-0.0867167282024144,0.4039925635,-0.009075610615,-0.0563217476,0.1821147905,-0.0781007782,-0.0666940212,-0.03102792615,-0.0886636376,-0.1108804867,-0.06274890525,0.2640663683,0.00113838640555556,0.0957106501,-0.0897656903,0.320819512,-0.075794071,0.1592321694,-0.012935116,0.2115837038,-0.0944350772,-0.0740771368,-0.0624647886,-0.00290573256666667,-0.0326394035909091
3992.5118725439,-0.0866816780289725,0.4040278494,-0.00903319405,-0.0563112423,0.182152499133333,-0.0781182945,-0.0664419681,-0.03084639645,-0.0888400897,-0.1109268889,-0.0627849717,0.2643812895,0.00123951643333333,0.0962938368,-0.0896005705,0.32088690995,-0.0755386278,0.1591895074,-0.0131171932,0.2119352967,-0.0943653174,-0.0741083845,-0.062346898,-0.00283043033333333,-0.0325996107
3990.4602220441,-0.0867147124147108,0.4037772715,-0.00904162819,-0.056420736,0.182045162333333,-0.0784531683,-0.0665258393,-0.03085336185,-0.0890849605,-0.1109846309,-0.06293766385,0.2644728422,0.00127521915555556,0.0964523926,-0.0896757469,0.3207036555,-0.0753864124,0.1592147201,-0.0131994151,0.2120642662,-0.09439593185,-0.0741354525,-0.0623944774,-0.00277117943333333,-0.0326842537090909
3988.4085715444,-0.08668956313105,0.4037023783,-0.009061989555,-0.0564481057,0.182033046466667,-0.0787063017,-0.0667287484,-0.03083995915,-0.0892032757,-0.1110183522,-0.0631607026,0.2645684183,0.00136525833888889,0.0964627638,-0.0897893086,0.3210142255,-0.0754063502,0.1594425738,-0.0132107148,0.2120072395,-0.09445054085,-0.0741133615,-0.0625450835,-0.002611639,-0.0326941767727273
3986.3569210446,-0.08664123780073,0.4040103853,-0.009054357835,-0.0564330108,0.182066085433333,-0.0786946788,-0.0668568611,-0.03076971695,-0.0890384391,-0.1110165864,-0.06327547315,0.2645060718,0.00139326902222222,0.0961613208,-0.0899054557,0.3213185519,-0.0755691677,0.1596799344,-0.0132706743,0.2119984776,-0.0944357626,-0.0740801468,-0.0626304671,-0.00264341563333333,-0.0326574576
3984.3052705448,-0.0866994115487928,0.4041217268,-0.009102255295,-0.0565736964,0.1820502859,-0.0787118673,-0.0670179501,-0.03076217135,-0.0887917727,-0.111039035,-0.0631865915,0.2643832266,0.0012913662,0.0959071442,-0.090206258,0.3210839182,-0.075783588,0.1597305536,-0.0134448316,0.2119153142,-0.09450155495,-0.0741594955,-0.0627036989,-0.00289570193333333,-0.0327402423636364
3982.2536200451,-0.0867692505215049,0.4038304389,-0.009156533005,-0.0567640848,0.182046406,-0.0787688792,-0.0670596957,-0.0308061577,-0.0888597518,-0.1110192686,-0.0629997533,0.2645927966,0.00122919542222222,0.0961732715,-0.0904440954,0.32080617545,-0.0757475421,0.159535259,-0.0134644564,0.2118675709,-0.09465471655,-0.0743531063,-0.0627821088,-0.00302459063333333,-0.0328333975454545
3980.2019695453,-0.0867722729876474,0.4037041366,-0.009143096365,-0.0568125993,0.1820629655,-0.0786688104,-0.0669843629,-0.0308967121,-0.0890469626,-0.1109823063,-0.06289070475,0.2650069594,0.00122630925555556,0.0965439379,-0.0903433189,0.3208500892,-0.0755170062,0.1592696309,-0.0131691797,0.2119481117,-0.0947087109,-0.0744807422,-0.0627693906,-0.0029610967,-0.0328496984
3978.1503190455,-0.0867799689816396,0.403808862,-0.00911943521,-0.0567400083,0.181960479666667,-0.0786124319,-0.0669601783,-0.0309842881,-0.0889984593,-0.1110733971,-0.06299148685,0.2652224898,0.00118331940555556,0.0965347216,-0.090134494,0.32081264255,-0.0752875209,0.159066841,-0.0129993344,0.2116933912,-0.0945794582,-0.0744479001,-0.0626275092,-0.00289417666666667,-0.0328642454181818
3976.0986685458,-0.0868734752604156,0.4039294124,-0.009179037345,-0.0567111559,0.181813990666667,-0.07885243,-0.0669171289,-0.03108432515,-0.088963367,-0.111237444,-0.0631601736,0.2649022043,0.0011342553888889,0.0963313878,-0.0901146829,0.32076132295,-0.0751675293,0.1589458883,-0.0132205579,0.2114978731,-0.09442865475,-0.0743522793,-0.0626373291,-0.00289425826666667,-0.0328937509909091
3974.047018046,-0.0869677797824256,0.4040940404,-0.00928205299,-0.056892585,0.181925944366667,-0.0790882334,-0.0667937845,-0.0311911786,-0.0890227556,-0.1112979129,-0.0631407592,0.2645938396,0.00119066814444445,0.0964137018,-0.0901951566,0.3212418705,-0.0752736777,0.1591125131,-0.0134125557,0.2119945884,-0.09446806835,-0.0742702112,-0.0628421009,-0.00289007566666667,-0.0328800337090909
3971.9953675463,-0.0869626093192026,0.404093504,-0.009318619595,-0.0570106022,0.182203978933333,-0.0790232867,-0.0666759089,-0.03109099345,-0.089020431,-0.1111887917,-0.0630490389,0.264739871,0.00127585430555556,0.0965497941,-0.0900779068,0.32169830795,-0.0754111782,0.1594489664,-0.013375408,0.2122926265,-0.09460446985,-0.0742344782,-0.0628994852,-0.00294173343333333,-0.0328758233727273
3969.9437170465,-0.0869022851690062,0.4038605988,-0.00930851103,-0.0567219704,0.182242840533333,-0.0788123608,-0.0666793734,-0.0307814246,-0.0890118256,-0.1110319048,-0.0630372856,0.2648557127,0.00133484181111111,0.0965348184,-0.0899031386,0.32158210875,-0.075458698,0.1598759294,-0.0133595942,0.2120206952,-0.094691433,-0.0743430778,-0.0627464503,-0.00297267416666667,-0.0329274955090909
3967.8920665467,-0.086808432148456,0.4034940004,-0.009276975785,-0.0563624017,0.182097073633333,-0.0786396489,-0.0667742938,-0.0306090815,-0.0890166759,-0.1109067574,-0.06299467945,0.2650642991,0.00141346703333334,0.0966522247,-0.0899269208,0.32135102155,-0.075475581,0.1603009254,-0.0133525152,0.2118436694,-0.0947829038,-0.0744209439,-0.062561579,-0.00283563476666667,-0.0329489718090909
3965.840416047,-0.0867611327801236,0.4034087062,-0.009236590195,-0.0562955067,0.1819528205,-0.0786735564,-0.0669058561,-0.0306800511,-0.0890195072,-0.1107682958,-0.0628740508,0.2654196322,0.0013630835111111,0.096575886,-0.0900548548,0.3210556805,-0.0753968209,0.1602789015,-0.0132873449,0.2116856426,-0.09488349405,-0.0742445141,-0.0624098592,-0.00273551016666667,-0.0329793210727273
3963.7887655472,-0.0868879275606401,0.4038942456,-0.009248543615,-0.0564707443,0.1818128669,-0.0788927525,-0.0670886636,-0.0308506228,-0.089115575,-0.1107875928,-0.0628274139,0.2653849125,0.00115213798333334,0.0961103514,-0.0902113095,0.32063625755,-0.0753697008,0.1599969864,-0.0133497035,0.2115623802,-0.09497476365,-0.0740377158,-0.062408559,-0.00281952186666667,-0.0331097506
3961.7371150474,-0.0869936456605279,0.40447101,-0.009259131785,-0.0566252321,0.182025304033333,-0.0790228099,-0.0671686009,-0.03088656535,-0.0892547891,-0.1109674275,-0.0629326813,0.2653369904,0.00119562859444446,0.0960287377,-0.0902709067,0.32075183095,-0.0756542981,0.1601134092,-0.0135394363,0.2121001631,-0.0950088538,-0.0740117803,-0.0625938997,-0.0028036047,-0.0330836816272727
3959.6854645477,-0.0869621310739472,0.4045392871,-0.009238267695,-0.0565875582,0.182325093733333,-0.0789085552,-0.0671066344,-0.03074671605,-0.0892285258,-0.1110355109,-0.06306881085,0.2654003203,0.00141394792777777,0.0962477326,-0.0902213603,0.3212041259,-0.0759402737,0.1602781862,-0.0135733588,0.2126555592,-0.09490608795,-0.0740504637,-0.0627067909,-0.00268896533333333,-0.0329041151
