3996.6151735434,0.39661479,0.4129213989,0.4360163808,0.4191698134,0.4019268453,0.3524929583,0.3747161627,0.4456463158,0.4567130506
3994.5635230437,0.3966985345,0.4125671089,0.4362318516,0.4200792015,0.4015780985,0.3530058265,0.3742908835,0.4454656839,0.4566748142
3992.5118725439,0.397895366,0.4125291407,0.4364842176,0.420866996,0.4013984799,0.3536991477,0.3742530644,0.445917666,0.4569358826
3990.4602220441,0.3991022408,0.413105756,0.4370141923,0.4211629331,0.4022711217,0.3548252285,0.3752171397,0.4469896853,0.4569617808
3988.4085715444,0.3996128738,0.4139757156,0.4382733703,0.4220673144,0.4040550888,0.3567011952,0.3773521185,0.448407352,0.456846565
3986.3569210446,0.3996296823,0.4143817723,0.4388877451,0.4228664041,0.404661566,0.357893616,0.3784010708,0.4487220049,0.4566784501
3984.3052705448,0.3997806609,0.414708972,0.4386600852,0.422889024,0.4039069414,0.3580290079,0.3776221871,0.4481422901,0.4570801556
3982.2536200451,0.4004505575,0.4154572785,0.4387590885,0.4229120016,0.40350914,0.3581922352,0.3770980239,0.4483057559,0.4580219984
3980.2019695453,0.401095897,0.4158649743,0.4389402866,0.4230648875,0.4039485157,0.358872205,0.3773213029,0.4486755431,0.4586566091
3978.1503190455,0.4008091092,0.4150727689,0.4381872118,0.4225077331,0.4041752815,0.3592776954,0.3768780231,0.448094219,0.4583591521
3976.0986685458,0.3999849856,0.4142431319,0.4371760786,0.4218347073,0.4039982557,0.3592434227,0.3760385215,0.447476536,0.4578298926
3974.047018046,0.4001057744,0.4151487947,0.4374648333,0.4224307537,0.4048635662,0.3598185182,0.3763589859,0.4477847517,0.4586429894
3971.9953675463,0.400937289,0.4167568088,0.4382984638,0.4237675667,0.4064573348,0.3605995774,0.3773033619,0.4483947456,0.4601522088
3969.9437170465,0.4018973708,0.4176629484,0.4390564561,0.4249430895,0.4073514044,0.3611628711,0.3780869842,0.4491164386,0.4611167908
3967.8920665467,0.4031115174,0.417956382,0.4402554035,0.425360322,0.4072370231,0.3617061079,0.3789478838,0.449654609,0.461786449
3965.840416047,0.4034577012,0.4175332785,0.440421164,0.4245847166,0.4063321948,0.361433506,0.3787519634,0.4486854374,0.4617919326
3963.7887655472,0.4028323591,0.4167878926,0.4388701022,0.4236906767,0.4056217968,0.3604840338,0.3775938749,0.4469975829,0.4610108733
3961.7371150474,0.4033434689,0.4173410833,0.4381921291,0.4241422117,0.4066414833,0.3605075777,0.3776139319,0.4473983645,0.4613179862
3959.6854645477,0.4044282436,0.4185869992,0.4389789999,0.4247696996,0.4083836973,0.3613644838,0.3778546751,0.4488642812,0.4621987343
3957.6338140479,0.4041368961,0.4190582037,0.4393829107,0.4246008992,0.4088518322,0.3616996706,0.3769409657,0.4486852884,0.4619271457
3955.5821635481,0.4033647478,0.4195862412,0.4390850365,0.4244198799,0.4086097181,0.361491859,0.3763517439,0.4480473697,0.4619900286
3953.5305130484,0.4022744298,0.4193671942,0.4380696714,0.4235312939,0.4081143439,0.3606137931,0.375638634,0.4475431144,0.4621999562
3951.4788625486,0.4004797041,0.418263644,0.4370500147,0.4225059748,0.4073886871,0.359311372,0.3742960691,0.4467356205,0.4614012837
3949.4272120488,0.4005170465,0.4193302989,0.4382394254,0.4238177538,0.4079963267,0.3597888052,0.3750194609,0.4475348592,0.4619780779
3947.3755615491,0.4036075175,0.4219360054,0.4409525692,0.4269981384,0.4101610184,0.362062484,0.3777732551,0.4499843419,0.4647062719
3945.3239110493,0.404419899,0.4206074178,0.4395194352,0.4274717271,0.409224093,0.3610636294,0.3769384325,0.449126631,0.4641854167
3943.2722605495,0.4045670629,0.4195445776,0.4377321601,0.4277584851,0.4081894755,0.3601929843,0.3758080304,0.4481803179,0.4633842707
3941.2206100498,0.4078905284,0.4234761894,0.4408836067,0.4305565059,0.4117499292,0.3637287617,0.3792146742,0.4517012835,0.466708988
3939.16895955,0.4089145362,0.4253175557,0.4423401952,0.4304041266,0.4133238196,0.3646868765,0.3808852732,0.4531989992,0.4674131274
3937.1173090502,0.4068025351,0.423333019,0.4400776327,0.4278850257,0.4109292924,0.3616997302,0.3793505132,0.4509831667,0.4649463892
3935.0656585505,0.4035705924,0.4202171564,0.4361777604,0.4251759052,0.4071269929,0.3576260209,0.3765582442,0.4476270378,0.4622604549
3933.0140080507,0.4019632041,0.4187382758,0.4343500137,0.4239613414,0.4054658413,0.3557293713,0.3746714294,0.4464566112,0.4613132179
3930.9623575509,0.4054044783,0.422305584,0.439296782,0.4278953671,0.4100391567,0.3594841063,0.3778790832,0.4508011639,0.4648897052
3928.9107070512,0.4076406062,0.4257216752,0.4433507621,0.4311362803,0.4137607217,0.3623379767,0.380921334,0.4537089169,0.4675748348
