3996.6151735434,0.39661479,0.4129213989,0.4360163808,0.4191698134,0.4019268453,0.3524929583,0.3747161627,0.4456463158,0.4567130506,0.2290470153,1.1065866947,0.2928123474,0.9427077174,0.2969962358,0.3921887279,0.3994169533,0.2556561232,0.3362847567,0.3344486654,0.4101611376,0.3931538761,0.392546922,0.3762715161,0.3383748829,0.3240522444,0.3477714956,0.3424015343,0.3400934935,0.3625542223,0.9636741877,0.3264338374,0.3558672369,0.4219402671,0.3960576355,0.3458542824,0.6015973091,0.3820464313,0.3328482509,0.3349874914
3994.5635230437,0.3966985345,0.4125671089,0.4362318516,0.4200792015,0.4015780985,0.3530058265,0.3742908835,0.4454656839,0.4566748142,0.2286151648,1.1036316156,0.2929482758,0.9408072829,0.2975991964,0.3930186927,0.4012641907,0.2553394437,0.3370546103,0.3347117901,0.4107251465,0.3937968612,0.392170161,0.3762844801,0.3394210637,0.3240926862,0.3488866687,0.3421131074,0.3404709995,0.3623188138,0.9658970833,0.3261360526,0.3559580445,0.4224231243,0.3959312737,0.3458692431,0.6023027301,0.3827430606,0.3336146474,0.3349228501
3992.5118725439,0.397895366,0.4125291407,0.4364842176,0.420866996,0.4013984799,0.3536991477,0.3742530644,0.445917666,0.4569358826,0.2283293754,1.1035052538,0.2931654751,0.9411271811,0.2981219292,0.3932380974,0.4026422203,0.2552730441,0.3371129334,0.334738642,0.4115763009,0.3944956362,0.392347753,0.3759028018,0.3404938281,0.3238518834,0.3500456512,0.3425582051,0.3408371508,0.3624498844,0.9681618214,0.3255413175,0.3564601541,0.4228014648,0.3953400552,0.3460278511,0.6026434302,0.3835680187,0.3336540759,0.335437268
3990.4602220441,0.3991022408,0.413105756,0.4370141923,0.4211629331,0.4022711217,0.3548252285,0.3752171397,0.4469896853,0.4569617808,0.228705883,1.1057157516,0.2936759293,0.9438239336,0.2988390028,0.3933006823,0.4032673538,0.2555772662,0.3373882771,0.3349277079,0.4125444591,0.3945698142,0.3935835361,0.3759806752,0.3408400118,0.3241875768,0.3508888483,0.3437449038,0.3411309719,0.3631773889,0.969619453,0.3258854151,0.3572356999,0.4226671159,0.39559865,0.3462549448,0.6024584174,0.3844110072,0.3334616125,0.3361759782
3988.4085715444,0.3996128738,0.4139757156,0.4382733703,0.4220673144,0.4040550888,0.3567011952,0.3773521185,0.448407352,0.456846565,0.2293277532,1.1087107658,0.2945343852,0.9462454915,0.2996630371,0.3939495087,0.4036649168,0.256036669,0.3383612633,0.3359605968,0.4135605693,0.3943690956,0.3945082128,0.3767177165,0.3408744931,0.3254281878,0.3514422178,0.3445376754,0.3419967592,0.3637623191,0.9702249765,0.3271082044,0.3581481874,0.4227695167,0.3969791532,0.3464589417,0.6022761464,0.3853032291,0.3341676295,0.3366679847
3986.3569210446,0.3996296823,0.4143817723,0.4388877451,0.4228664041,0.404661566,0.357893616,0.3784010708,0.4487220049,0.4566784501,0.229349345,1.1117367744,0.2951217294,0.9467868805,0.2996588051,0.3943511546,0.4029117227,0.2560670078,0.3387932181,0.3369381726,0.4137732685,0.3939715922,0.3942860663,0.3769440353,0.3405499458,0.3257123232,0.3512643278,0.3444767296,0.3425983489,0.3635830581,0.9698546529,0.3274481893,0.3583829403,0.4229540825,0.397679776,0.3459882736,0.6019021273,0.3846522868,0.3344726264,0.3367000222
3984.3052705448,0.3997806609,0.414708972,0.4386600852,0.422889024,0.4039069414,0.3580290079,0.3776221871,0.4481422901,0.4570801556,0.2294016331,1.1138308048,0.2952024639,0.9464880228,0.2995974123,0.3944325745,0.4018188119,0.2559940517,0.3388957381,0.3376330733,0.4140130579,0.3939901888,0.3942323625,0.3770176172,0.3402869105,0.3247694075,0.3506266177,0.3445838392,0.3427968621,0.363789767,0.9694800973,0.3272811472,0.3585299253,0.4229691923,0.3975494206,0.3457656205,0.6018586755,0.3832737505,0.3345091045,0.3365527987
3982.2536200451,0.4004505575,0.4154572785,0.4387590885,0.4229120016,0.40350914,0.3581922352,0.3770980239,0.4483057559,0.4580219984,0.2298962772,1.1146731377,0.2950894535,0.9456734061,0.3003719151,0.3952353895,0.40190956,0.2558467686,0.3395342231,0.3385795057,0.4148851931,0.3948071301,0.3951480985,0.3776603341,0.3403915763,0.3241569698,0.3506263494,0.3453795016,0.3433478475,0.3645031154,0.9692425728,0.3273420036,0.3593296409,0.4231950939,0.3978123963,0.3465420902,0.6025450826,0.3833497763,0.3355539143,0.3368564844
3980.2019695453,0.401095897,0.4158649743,0.4389402866,0.4230648875,0.4039485157,0.358872205,0.3773213029,0.4486755431,0.4586566091,0.2304246128,1.1152871847,0.2950033545,0.9444734454,0.3012936711,0.39639768,0.4026616812,0.2554019392,0.3403659165,0.3391118646,0.4154716432,0.3954197466,0.3961051106,0.378195107,0.3403470516,0.3243483007,0.3508688807,0.3461418152,0.3437935114,0.3646648824,0.9700343013,0.3270634711,0.3601210415,0.4233474433,0.3986387849,0.3465564251,0.6034635901,0.3844215274,0.3364146054,0.3373920619
3978.1503190455,0.4008091092,0.4150727689,0.4381872118,0.4225077331,0.4041752815,0.3592776954,0.3768780231,0.448094219,0.4583591521,0.2307214737,1.1158450842,0.2948583663,0.9445441961,0.3017383814,0.3965964317,0.4032106698,0.2550489008,0.3406178057,0.3385204971,0.4154109657,0.3950098157,0.3963011503,0.3779091537,0.3396718502,0.324403286,0.3500563502,0.3463905752,0.3438104689,0.3641661108,0.9708148837,0.3266941011,0.360019654,0.4231164455,0.3992505968,0.3451828063,0.6039701104,0.3847328722,0.3360116482,0.337495625
